application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
Admin Dashboard,APP010_T06,Lodash,2.0.0,84.0,100.0,40.0,50.0,75.8,Critical,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T07,Jackson,1.5.0,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T08,Axios,3.0.0,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T09,Jackson,3.0.0,65.0,0.0,40.0,50.0,42.25,Medium,Highest matched CVSS is 6.5; vulnerability severity score is 65.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T10,BouncyCastle,3.2.1,40.0,0.0,40.0,50.0,31.0,Medium,Highest matched CVSS is 4.0; vulnerability severity score is 40.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T11,OpenSSL,2.17.1,84.0,75.0,40.0,50.0,69.55,High,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T12,OpenSSL,3.0.0,83.0,0.0,40.0,50.0,50.35,High,Highest matched CVSS is 8.3; vulnerability severity score is 83.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T13,JUnit5,1.5.0,58.0,100.0,40.0,50.0,64.1,High,Highest matched CVSS is 5.8; vulnerability severity score is 58.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T14,OpenSSL,3.0.0,83.0,0.0,40.0,50.0,50.35,High,Highest matched CVSS is 8.3; vulnerability severity score is 83.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T15,BouncyCastle,3.2.1,40.0,0.0,40.0,50.0,31.0,Medium,Highest matched CVSS is 4.0; vulnerability severity score is 40.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T16,OpenSSL,2.17.1,84.0,75.0,40.0,50.0,69.55,High,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T17,SLF4J,3.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T18,Lodash,1.0.0,73.0,100.0,40.0,50.0,70.85,High,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T19,Gson,2.0.0,77.0,100.0,40.0,50.0,72.65,High,Highest matched CVSS is 7.7; vulnerability severity score is 77.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T20,Lodash,3.0.0,77.0,0.0,40.0,50.0,47.65,Medium,Highest matched CVSS is 7.7; vulnerability severity score is 77.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T21,BouncyCastle,2.14.1,59.0,0.0,40.0,50.0,39.55,Medium,Highest matched CVSS is 5.9; vulnerability severity score is 59.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T22,OkHttp,2.14.1,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T23,OpenSSL,3.0.0,83.0,0.0,40.0,50.0,50.35,High,Highest matched CVSS is 8.3; vulnerability severity score is 83.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T24,Log4j,3.2.1,94.0,100.0,40.0,50.0,80.3,Critical,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T25,Tomcat,2.14.1,60.0,0.0,40.0,50.0,40.0,Medium,Highest matched CVSS is 6.0; vulnerability severity score is 60.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T26,Axios,3.2.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T27,Jetty,3.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T28,BouncyCastle,3.2.1,40.0,0.0,40.0,50.0,31.0,Medium,Highest matched CVSS is 4.0; vulnerability severity score is 40.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T29,BouncyCastle,3.0.0,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T30,OkHttp,1.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T31,JUnit5,2.14.1,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T32,SnakeYAML,1.0.0,88.0,100.0,40.0,50.0,77.6,Critical,Highest matched CVSS is 8.8; vulnerability severity score is 88.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T33,Jetty,1.5.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T34,OpenSSL,3.2.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T35,Jetty,2.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T36,JUnit5,2.17.1,91.0,100.0,100.0,50.0,90.95,Critical,Highest matched CVSS is 9.1; vulnerability severity score is 91.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T37,Jetty,1.5.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
